location,time,plot,treatment,meters,position,horizontal,x,y,z
south,t1,24,Mu,100,ak,2,145771.033,583880.483,-0.147
south,t1,24,Mu,100,ak,3,145766.446,583879.268,-0.135
south,t1,24,Mu,100,ak,4,145759.82,583876.024,-0.147
south,t1,24,Mu,100,ak,5,145755.193,583873.296,-0.166
south,t1,25,Mu,-5,a,1,145776.155,583766.155,-0.311
south,t1,25,Mu,-5,a,2,145773.038,583764.828,-0.304
south,t1,25,Mu,-5,a,3,145768.869,583762.876,-0.303
south,t1,25,Mu,-5,a,4,145763.025,583760.497,-0.308
south,t1,25,Mu,-5,a,5,145759.031,583759.086,-0.31
south,t1,25,Mu,-1,b,1,145775.136,583768.848,-0.294
south,t1,25,Mu,-1,b,2,145771.778,583767.231,-0.288
south,t1,25,Mu,-1,b,3,145767.713,583765.48,-0.304
south,t1,25,Mu,-1,b,4,145762.019,583763.511,-0.309
south,t1,25,Mu,-1,b,5,145757.825,583762.087,-0.289
south,t1,25,Mu,-0.1,c,1,145774.876,583769.523,-0.28
south,t1,25,Mu,-0.1,c,2,145771.524,583768.088,-0.278
south,t1,25,Mu,-0.1,c,3,145767.993,583766.838,-0.27
south,t1,25,Mu,-0.1,c,4,145761.126,583763.898,-0.31
south,t1,25,Mu,-0.1,c,5,145757.489,583762.838,-0.286
south,t1,25,Mu,0.23,d,1,145774.752,583769.771,-0.086
south,t1,25,Mu,0.23,d,2,145771.497,583768.47,-0.071
south,t1,25,Mu,0.23,d,3,145767.838,583767.044,-0.085
south,t1,25,Mu,0.23,d,4,145760.758,583764.532,-0.086
south,t1,25,Mu,0.23,d,5,145757.353,583763.3,-0.082
south,t1,25,Mu,0.55,e,1,145774.693,583770.286,-0.283
south,t1,25,Mu,0.55,e,2,145771.31,583768.932,-0.267
south,t1,25,Mu,0.55,e,3,145766.771,583767.356,-0.268
south,t1,25,Mu,0.55,e,4,145760.655,583764.958,-0.286
south,t1,25,Mu,0.55,e,5,145757.074,583763.737,-0.278
south,t1,25,Mu,1.7,f,1,145774.342,583771.228,-0.262
south,t1,25,Mu,1.7,f,2,145770.817,583770.06,-0.283
south,t1,25,Mu,1.7,f,3,145766.471,583768.222,-0.281
south,t1,25,Mu,1.7,f,4,145760.456,583765.95,-0.284
south,t1,25,Mu,1.7,f,5,145756.846,583764.686,-0.264
south,t1,25,Mu,2.9,g,1,145773.832,583772.418,-0.259
south,t1,25,Mu,2.9,g,2,145770.611,583770.873,-0.264
south,t1,25,Mu,2.9,g,3,145766.089,583768.929,-0.279
south,t1,25,Mu,2.9,g,4,145760.151,583766.515,-0.269
south,t1,25,Mu,2.9,g,5,145756.493,583765.378,-0.265
south,t1,25,Mu,3.23,h,1,145773.869,583772.802,-0.265
south,t1,25,Mu,3.23,h,2,145770.328,583771.227,-0.093
south,t1,25,Mu,3.23,h,3,145766.73,583769.636,-0.103
south,t1,25,Mu,3.23,h,4,145760.114,583766.894,-0.104
south,t1,25,Mu,3.23,h,5,145756.242,583765.438,-0.291
south,t1,25,Mu,3.55,i,1,145773.374,583772.861,-0.272
south,t1,25,Mu,3.55,i,2,145770.234,583771.635,-0.311
south,t1,25,Mu,3.55,i,3,145766.554,583770.312,-0.295
south,t1,25,Mu,3.55,i,4,145759.972,583767.582,-0.285
south,t1,25,Mu,3.55,i,5,145756.249,583766.154,-0.288
south,t1,25,Mu,4.7,j,1,145773.203,583774.039,-0.298
south,t1,25,Mu,4.7,j,2,145769.83,583772.579,-0.277
south,t1,25,Mu,4.7,j,3,145765.884,583770.896,-0.287
south,t1,25,Mu,4.7,j,4,145759.572,583768.332,-0.272
south,t1,25,Mu,4.7,j,5,145755.867,583766.739,-0.298
south,t1,25,Mu,5.9,k,1,145772.794,583775.05,-0.262
south,t1,25,Mu,5.9,k,2,145769.35,583773.624,-0.272
south,t1,25,Mu,5.9,k,3,145764.901,583771.848,-0.3
south,t1,25,Mu,5.9,k,4,145758.882,583769.191,-0.282
south,t1,25,Mu,5.9,k,5,145755.533,583767.9,-0.289
south,t1,25,Mu,6.23,l,1,145772.527,583775.257,-0.092
south,t1,25,Mu,6.23,l,2,145769.271,583773.997,-0.093
south,t1,25,Mu,6.23,l,3,145764.87,583772.171,-0.099
south,t1,25,Mu,6.23,l,4,145758.951,583769.644,-0.082
south,t1,25,Mu,6.23,l,5,145755.608,583768.279,-0.095
south,t1,25,Mu,6.55,m,1,145772.532,583775.754,-0.261
south,t1,25,Mu,6.55,m,2,145769.049,583774.276,-0.267
south,t1,25,Mu,6.55,m,3,145764.376,583772.406,-0.28
south,t1,25,Mu,6.55,m,4,145758.585,583770.119,-0.272
south,t1,25,Mu,6.55,m,5,145755.345,583768.668,-0.273
south,t1,25,Mu,7.7,n,1,145772.117,583777.085,-0.259
south,t1,25,Mu,7.7,n,2,145768.554,583775.453,-0.247
south,t1,25,Mu,7.7,n,3,145765.224,583774.042,-0.259
south,t1,25,Mu,7.7,n,4,145758.324,583771.2,-0.31
south,t1,25,Mu,7.7,n,5,145754.918,583769.854,-0.28
south,t1,25,Mu,8.9,o,1,145771.773,583778.161,-0.237
south,t1,25,Mu,8.9,o,2,145768.099,583776.488,-0.216
south,t1,25,Mu,8.9,o,3,145763.853,583774.547,-0.252
south,t1,25,Mu,8.9,o,4,145757.968,583772.13,-0.221
south,t1,25,Mu,8.9,o,5,145754.359,583770.659,-0.28
south,t1,25,Mu,9.23,p,1,145771.438,583778.231,-0.251
south,t1,25,Mu,9.23,p,2,145767.964,583776.839,-0.099
south,t1,25,Mu,9.23,p,3,145764.422,583775.224,-0.104
south,t1,25,Mu,9.23,p,4,145757.992,583772.345,-0.093
south,t1,25,Mu,9.23,p,5,145754.116,583770.738,-0.289
south,t1,25,Mu,9.55,q,1,145771.412,583778.776,-0.267
south,t1,25,Mu,9.55,q,2,145767.624,583777.087,-0.195
south,t1,25,Mu,9.55,q,3,145763.291,583775.405,-0.283
south,t1,25,Mu,9.55,q,4,145757.636,583772.941,-0.279
south,t1,25,Mu,9.55,q,5,145754.032,583771.269,-0.279
south,t1,25,Mu,15,x,1,145769.687,583784.442,-0.291
south,t1,25,Mu,15,x,2,145765.755,583782.537,-0.298
south,t1,25,Mu,15,x,3,145761.315,583780.988,-0.301
south,t1,25,Mu,15,x,4,145755.088,583778.209,-0.289
south,t1,25,Mu,15,x,5,145751.626,583776.761,-0.306
south,t1,25,Mu,20,ac,1,145767.007,583789.922,-0.278
south,t1,25,Mu,20,ac,2,145762.904,583788.318,-0.293
south,t1,25,Mu,20,ac,3,145758.695,583786.788,-0.281
south,t1,25,Mu,20,ac,4,145753.272,583784.767,-0.309
south,t1,25,Mu,20,ac,5,145749.342,583783.695,-0.302
south,t1,25,Mu,30,ad,1,145758.124,583799.213,-0.293
south,t1,25,Mu,30,ad,2,145753.703,583797.876,-0.277
south,t1,25,Mu,30,ad,3,145748.655,583795.468,-0.276
south,t1,25,Mu,30,ad,4,145744.965,583794.03,-0.294
south,t1,25,Mu,30,ae,1,145758.493,583810.76,-0.306
south,t1,25,Mu,40,ae,2,145753.751,583809.04,-0.326
south,t1,25,Mu,40,ae,3,145748.863,583807.488,-0.306
south,t1,25,Mu,40,ae,4,145743.432,583805.249,-0.31
south,t1,25,Mu,40,ae,5,145740.937,583804.242,-0.305
south,t1,25,Mu,40,af,1,145754.479,583820.319,-0.263
south,t1,25,Mu,50,af,2,145754.497,583820.317,-0.269
south,t1,25,Mu,50,af,3,145750.032,583818.293,-0.263
south,t1,25,Mu,50,af,4,145745.75,583816.794,-0.264
south,t1,25,Mu,50,af,5,145740.896,583814.936,-0.276
south,t1,25,Mu,50,af,6,145737.56,583813.832,-0.299
south,t1,25,Mu,60,ag,1,145750.716,583830.098,-0.208
south,t1,25,Mu,60,ag,2,145746.284,583829.149,-0.241
south,t1,25,Mu,60,ag,3,145741.894,583827.664,-0.261
south,t1,25,Mu,60,ag,4,145736.62,583825.546,-0.249
south,t1,25,Mu,60,ag,5,145733.257,583824.38,-0.27
south,t1,25,Mu,70,ah,1,145747.01,583841.411,-0.238
south,t1,25,Mu,70,ah,2,145740.842,583839.773,-0.223
south,t1,25,Mu,70,ah,3,145736.931,583838.132,-0.21
south,t1,25,Mu,70,ah,4,145730.483,583835.816,-0.235
south,t1,25,Mu,70,ah,5,145726.707,583834.122,-0.25
south,t1,25,Mu,80,ai,1,145743.113,583850.383,-0.226
south,t1,25,Mu,80,ai,2,145738.661,583848.395,-0.192
south,t1,25,Mu,80,ai,3,145734.267,583846.871,-0.189
south,t1,25,Mu,80,ai,4,145729.389,583845.227,-0.188
south,t1,25,Mu,80,ai,5,145726.125,583844.041,-0.209
south,t1,25,Mu,90,aj,1,145740.648,583859.956,-0.226
south,t1,25,Mu,90,aj,2,145735.059,583857.581,-0.212
south,t1,25,Mu,90,aj,3,145731.367,583856.472,-0.21
south,t1,25,Mu,90,aj,4,145726.812,583854.413,-0.197
south,t1,25,Mu,90,aj,5,145723.413,583853.497,-0.19
south,t1,25,Mu,100,ak,1,145735.943,583867.608,-0.195
south,t1,25,Mu,100,ak,2,145731.826,583865.481,-0.212
south,t1,25,Mu,100,ak,3,145727.293,583864.07,-0.191
south,t1,25,Mu,100,ak,4,145722.73,583862.735,-0.172
south,t1,25,Mu,100,ak,5,145718.973,583861.216,-0.159
south,t1,26,Mu,-5,a,1,145739.029,583751.635,-0.328
south,t1,26,Mu,-5,a,2,145735.382,583750.463,-0.338
south,t1,26,Mu,-5,a,3,145731.18,583748.997,-0.4
south,t1,26,Mu,-5,a,4,145725.115,583746.734,-0.244
south,t1,26,Mu,-5,a,5,145721.539,583745.464,-0.144
south,t1,26,Mu,-1,b,2,145733.95,583753.243,-0.336
south,t1,26,Mu,-1,b,3,145728.572,583751.259,-0.342
south,t1,26,Mu,-1,b,4,145737.662,583754.571,-0.335
south,t1,26,Mu,-1,b,5,145720.178,583747.998,-0.335
south,t1,26,Mu,-0.1,c,1,145737.292,583755.454,-0.322
south,t1,26,Mu,-0.1,c,2,145733.745,583754.134,-0.33
south,t1,26,Mu,-0.1,c,3,145728.947,583752.506,-0.32
south,t1,26,Mu,-0.1,c,4,145723.433,583750.434,-0.322
south,t1,26,Mu,-0.1,c,5,145719.836,583749.212,-0.305
south,t1,26,Mu,0.23,d,1,145737.096,583755.786,-0.155
south,t1,26,Mu,0.23,d,2,145733.532,583754.493,-0.737
south,t1,26,Mu,0.23,d,3,145728.005,583752.278,-0.769
south,t1,26,Mu,0.23,d,4,145723.193,583750.621,-0.131
south,t1,26,Mu,0.23,d,5,145719.717,583749.406,-0.145
south,t1,26,Mu,0.55,e,1,145736.974,583756.239,-0.34
south,t1,26,Mu,0.55,e,2,145733.517,583754.952,-0.328
south,t1,26,Mu,0.55,e,3,145728.487,583753.193,-0.318
south,t1,26,Mu,0.55,e,4,145723.334,583749.346,-0.001
south,t1,26,Mu,0.55,e,5,145719.885,583748.234,0.11
south,t1,26,Mu,1.7,f,1,145736.601,583757.492,-0.351
south,t1,26,Mu,1.7,f,2,145733.116,583756.251,-0.354
south,t1,26,Mu,1.7,f,3,145727.272,583754.04,-0.349
south,t1,26,Mu,1.7,f,4,145722.569,583752.175,-0.327
south,t1,26,Mu,1.7,f,5,145719.316,583750.804,-0.325
south,t1,26,Mu,2.9,g,1,145736.241,583758.399,-0.329
south,t1,26,Mu,2.9,g,2,145732.609,583757.064,-0.338
south,t1,26,Mu,2.9,g,3,145727.734,583754.848,0.153
south,t1,26,Mu,2.9,g,4,145722.476,583753.26,-0.342
south,t1,26,Mu,2.9,g,5,145719.202,583752.243,-0.346
south,t1,26,Mu,3.23,h,1,145736.308,583758.889,-0.321
south,t1,26,Mu,3.23,h,2,145732.433,583757.41,-0.157
south,t1,26,Mu,3.23,h,3,145726.938,583755.275,-0.346
south,t1,26,Mu,3.23,h,4,145722.143,583753.541,-0.154
south,t1,26,Mu,3.23,h,5,145719.038,583752.397,-0.339
south,t1,26,Mu,3.55,i,1,145736.165,583759.136,-0.318
south,t1,26,Mu,3.55,i,2,145732.511,583757.787,-0.316
south,t1,26,Mu,3.55,i,3,145727.686,583756.12,-0.342
south,t1,26,Mu,3.55,i,4,145722.185,583753.922,-0.32
south,t1,26,Mu,3.55,i,5,145718.777,583752.821,-0.331
south,t1,26,Mu,4.7,j,1,145735.895,583760.1,-0.315
south,t1,26,Mu,4.7,j,2,145732.162,583758.772,-0.315
south,t1,26,Mu,4.7,j,3,145726.357,583756.431,-0.336
south,t1,26,Mu,4.7,j,4,145722.111,583754.853,-0.311
south,t1,26,Mu,4.7,j,5,145718.569,583753.499,-0.326
south,t1,26,Mu,5.9,k,1,145735.426,583761.389,-0.309
south,t1,26,Mu,5.9,k,2,145731.947,583759.855,-0.317
south,t1,26,Mu,5.9,k,3,145727.049,583757.86,-0.307
south,t1,26,Mu,5.9,k,4,145721.78,583755.609,-0.303
south,t1,26,Mu,5.9,k,5,145718.364,583754.273,-0.307
south,t1,26,Mu,6.23,l,1,145735.33,583761.466,-0.142
south,t1,26,Mu,6.23,l,2,145731.704,583760.037,-0.129
south,t1,26,Mu,6.23,l,3,145726.468,583757.912,-0.172
south,t1,26,Mu,6.23,l,4,145721.547,583755.819,-0.136
south,t1,26,Mu,6.23,l,5,145718.161,583754.453,-0.147
south,t1,26,Mu,6.55,m,1,145735.025,583761.926,-0.315
south,t1,26,Mu,6.55,m,2,145731.719,583760.549,-0.295
south,t1,26,Mu,6.55,m,4,145721.467,583756.23,-0.316
south,t1,26,Mu,6.55,m,5,145718.059,583754.88,-0.32
south,t1,26,Mu,7.7,n,1,145731.287,583761.674,-0.306
south,t1,26,Mu,7.7,n,2,145734.426,583763.065,-0.295
south,t1,26,Mu,7.7,n,4,145721.066,583757.194,-0.306
south,t1,26,Mu,7.7,n,5,145717.702,583755.84,-0.314
south,t1,26,Mu,8.9,o,1,145733.678,583764.173,-0.294
south,t1,26,Mu,8.9,o,2,145730.953,583762.73,-0.3
south,t1,26,Mu,8.9,o,4,145720.85,583758.454,-0.297
south,t1,26,Mu,8.9,o,5,145716.986,583757.016,-0.303
south,t1,26,Mu,9.23,p,1,145734.188,583764.446,-0.287
south,t1,26,Mu,9.23,p,2,145730.643,583762.928,-0.135
south,t1,26,Mu,9.23,p,4,145720.493,583758.696,-0.129
south,t1,26,Mu,9.23,p,5,145716.931,583757.316,-0.297
south,t1,26,Mu,9.55,q,1,145734.047,583764.759,-0.271
south,t1,26,Mu,9.55,q,2,145730.59,583763.327,-0.289
south,t1,26,Mu,9.55,q,4,145720.482,583759.088,-0.293
south,t1,26,Mu,9.55,q,5,145716.851,583757.826,-0.29
south,t1,26,Mu,10.45,r,1,145733.65,583765.58,-0.296
south,t1,26,Mu,10.45,r,2,145730.555,583764.064,-0.291
south,t1,26,Mu,10.45,r,4,145719.893,583759.858,-0.296
south,t1,26,Mu,10.45,r,5,145716.783,583758.711,-0.272
south,t1,26,Mu,9.55,s,1,145733.361,583766.323,-0.287
south,t1,26,Mu,9.55,s,2,145730.017,583764.915,-0.282
south,t1,26,Mu,9.55,s,4,145719.886,583760.658,-0.295
south,t1,26,Mu,9.55,s,5,145716.568,583759.39,-0.29
south,t1,26,Mu,11.55,t,1,145732.708,583766.756,-0.284
south,t1,26,Mu,11.55,t,2,145729.282,583765.409,-0.287
south,t1,26,Mu,11.55,t,4,145719.269,583761.308,-0.299
south,t1,26,Mu,11.55,t,5,145716.26,583760.084,-0.296
south,t1,26,Mu,13.85,v,1,145731.048,583769.542,-0.27
south,t1,26,Mu,13.85,v,2,145728.083,583768.246,-0.276
south,t1,26,Mu,13.85,v,4,145718.419,583764.33,-0.275
south,t1,26,Mu,13.85,v,5,145714.655,583762.76,-0.294
south,t1,26,Mu,14.05,w,1,145730.875,583770.712,-0.275
south,t1,26,Mu,14.05,w,2,145727.748,583769.268,-0.288
south,t1,26,Mu,14.05,w,4,145718.089,583765.86,-0.295
south,t1,26,Mu,14.05,w,5,145714.572,583765.032,-0.305
south,t1,26,Mu,15,x,1,145729.944,583772.525,-0.255
south,t1,26,Mu,15,x,2,145726.867,583771.218,-0.272
south,t1,26,Mu,15,x,4,145717.015,583766.946,-0.267
south,t1,26,Mu,15,x,5,145713.568,583765.836,-0.281
south,t1,26,Mu,15,ac,1,145729.679,583778.067,-0.257
south,t1,26,Mu,20,ac,2,145725.508,583776.117,-0.266
south,t1,26,Mu,20,ac,3,145715.452,583771.732,-0.268
south,t1,26,Mu,20,ac,4,145712.321,583770.52,-0.274
south,t1,26,Mu,20,ac,5,145712.331,583770.524,-0.275
south,t1,26,Mu,30,ad,1,145727.016,583786.649,-0.253
south,t1,26,Mu,30,ad,2,145723.142,583784.982,-0.258
south,t1,26,Mu,30,ad,4,145712.221,583780.144,-0.243
south,t1,26,Mu,30,ad,5,145709.845,583779.15,-0.243
south,t1,26,Mu,40,ae,1,145723.51,583790.931,-2.35
south,t1,26,Mu,40,ae,2,145719.036,583789.899,-2.303
south,t1,26,Mu,40,ae,3,145713.998,583788.989,-2.278
south,t1,26,Mu,40,ae,4,145708.968,583787.848,-2.272
south,t1,26,Mu,40,ae,5,145705.947,583787,-2.289
south,t1,26,Mu,50,af,1,145720.387,583800.14,-2.208
south,t1,26,Mu,50,af,2,145716.108,583798.801,-2.249
south,t1,26,Mu,50,af,3,145711.187,583797.752,-2.376
south,t1,26,Mu,50,af,4,145705.765,583796.36,-2.288
south,t1,26,Mu,50,af,5,145702.928,583795.767,-2.274
south,t1,26,Mu,60,ag,1,145716.751,583810.951,-2.414
south,t1,26,Mu,60,ag,2,145712.443,583809.454,-2.413
south,t1,26,Mu,60,ag,3,145706.418,583807.324,-2.452
south,t1,26,Mu,60,ag,4,145702.048,583805.997,-2.461
south,t1,26,Mu,60,ag,5,145698.974,583805.091,-2.441
south,t1,26,Mu,70,ah,1,145711.318,583820.164,-2.53
south,t1,26,Mu,70,ah,2,145707.603,583818.258,-2.518
south,t1,26,Mu,70,ah,3,145702.31,583816.133,-2.594
south,t1,26,Mu,70,ah,4,145697.8,583814.53,-2.548
south,t1,26,Mu,70,ah,5,145695.858,583813.812,-2.528
south,t1,26,Mu,80,ai,1,145710.622,583829.713,-2.423
south,t1,26,Mu,80,ai,2,145706.933,583827.936,-2.442
south,t1,26,Mu,80,ai,3,145703.258,583826.271,-2.444
south,t1,26,Mu,80,ai,4,145696.095,583823.136,-2.428
south,t1,26,Mu,80,ai,5,145693.458,583821.923,-2.409
south,t1,26,Mu,90,aj,1,145709.163,583835.002,-2.478
south,t1,26,Mu,90,aj,2,145704.828,583833.567,-2.426
south,t1,26,Mu,90,aj,3,145699.66,583832.208,-2.229
south,t1,26,Mu,90,aj,4,145694.808,583831.005,-2.248
south,t1,26,Mu,90,aj,5,145691.229,583830.272,-2.355
south,t1,26,Mu,100,ak,1,145699.615,583846.084,-2.441
south,t1,26,Mu,100,ak,2,145695.785,583844.221,-2.299
south,t1,26,Mu,100,ak,3,145691.82,583842.72,-2.43
south,t1,26,Mu,100,ak,4,145688.857,583841.602,-2.45
south,t1,26,Mu,100,ak,5,145686.027,583840.673,-2.501
south,t1,27,Control,-5,a,1,145701.056,583737.361,-0.327
south,t1,27,Control,-5,a,2,145696.573,583735.132,-0.328
south,t1,27,Control,-5,a,3,145690.165,583732.678,-0.369
south,t1,27,Control,-5,a,4,145683.414,583730.164,-0.372
south,t1,27,Control,-5,a,5,145675.824,583727.81,-0.375
south,t1,27,Control,-0.1,c,1,145699.526,583742.214,-0.342
south,t1,27,Control,-0.1,c,2,145694.323,583740.276,-0.299
south,t1,27,Control,-0.1,c,3,145687.653,583737.884,-0.352
south,t1,27,Control,-0.1,c,4,145680.345,583735.184,-0.357
south,t1,27,Control,-0.1,c,5,145673.406,583732.66,-0.365
south,t1,27,Control,1.7,f,1,145699.284,583744.098,-0.347
south,t1,27,Control,1.7,f,2,145693.366,583742.297,-0.315
south,t1,27,Control,1.7,f,3,145686.157,583740.17,-0.33
south,t1,27,Control,1.7,f,4,145677.301,583736.848,-0.366
south,t1,27,Control,1.7,f,5,145672.667,583734.826,-0.361
south,t1,27,Control,4.7,j,1,145697.928,583746.934,-0.33
south,t1,27,Control,4.7,j,2,145692.648,583745.052,-0.306
south,t1,27,Control,4.7,j,3,145685.534,583742.438,-0.298
south,t1,27,Control,4.7,j,4,145675.988,583739.083,-0.356
south,t1,27,Control,4.7,j,5,145671.222,583737.27,-0.373
south,t1,27,Control,7.7,n,1,145696.676,583749.045,-1.277
south,t1,27,Control,7.7,n,2,145691.842,583747.293,-0.326
south,t1,27,Control,7.7,n,3,145684.925,583744.124,-0.275
south,t1,27,Control,7.7,n,4,145674.466,583740.379,-0.34
south,t1,27,Control,7.7,n,5,145670.439,583739.152,-0.356
south,t1,27,Control,9.55,q,1,145695.585,583751.922,-0.359
south,t1,27,Control,9.55,q,2,145690.456,583749.725,-0.352
south,t1,27,Control,9.55,q,3,145684.165,583747.273,-0.298
south,t1,27,Control,9.55,q,4,145675.327,583743.988,-0.332
south,t1,27,Control,9.55,q,5,145669.894,583741.788,-0.365
south,t1,27,Control,15,x,1,145693.283,583758.273,-0.343
south,t1,27,Control,15,x,2,145687.683,583755.816,-0.329
south,t1,27,Control,15,x,3,145681.098,583752.923,-0.301
south,t1,27,Control,15,x,4,145673.717,583749.783,-0.295
south,t1,27,Control,15,x,5,145667.287,583747.086,-0.298
south,t1,27,Control,20,ac,1,145690.471,583764.196,-0.326
south,t1,27,Control,20,ac,2,145684.81,583761.735,-0.328
south,t1,27,Control,20,ac,3,145684.822,583761.736,-0.33
south,t1,27,Control,20,ac,4,145678.353,583758.88,-0.31
south,t1,27,Control,20,ac,5,145669.967,583755.395,-0.281
south,t1,27,Control,30,ad,1,145689.7,583774.687,-0.292
south,t1,27,Control,30,ad,2,145682.87,583771.665,-0.307
south,t1,27,Control,30,ad,3,145674.954,583767.921,-0.31
south,t1,27,Control,30,ad,4,145665.939,583763.809,-0.265
south,t1,27,Control,30,ad,5,145661.435,583761.798,-0.265
south,t1,27,Control,30,ae,1,145688.243,583782.484,-0.28
south,t1,27,Control,40,ae,2,145680.917,583779.244,-0.297
south,t1,27,Control,40,ae,3,145671.985,583775.347,-0.322
south,t1,27,Control,40,ae,4,145662.284,583771.225,-0.287
south,t1,27,Control,40,ae,5,145658.026,583769.542,-0.283
south,t1,27,Control,40,af,1,145684.927,583792.304,-0.255
south,t1,27,Control,50,af,2,145677.123,583789.223,-0.283
south,t1,27,Control,50,af,3,145667.767,583785.574,-0.27
south,t1,27,Control,50,af,4,145658.88,583782.194,-0.273
south,t1,27,Control,50,af,5,145653.515,583780.163,-0.287
south,t1,27,Control,50,ag,1,145681.057,583802.268,-0.254
south,t1,27,Control,60,ag,2,145673.889,583799.595,-0.251
south,t1,27,Control,60,ag,3,145664.049,583795.247,-0.238
south,t1,27,Control,60,ag,4,145656.758,583792.745,-0.236
south,t1,27,Control,60,ag,5,145650.158,583790.246,-0.257
south,t1,27,Control,60,ah,1,145677.233,583812.556,-0.213
south,t1,27,Control,70,ah,2,145670.738,583810.34,-0.2
south,t1,27,Control,70,ah,3,145662.361,583807.559,-0.228
south,t1,27,Control,70,ah,4,145652.6,583804.344,-0.239
south,t1,27,Control,70,ah,5,145646.213,583802.308,-0.233
south,t1,27,Control,70,ai,1,145670.694,583823.346,-0.197
south,t1,27,Control,80,ai,2,145664.739,583820.814,-0.194
south,t1,27,Control,80,ai,3,145655.595,583816.489,-0.212
south,t1,27,Control,80,ai,4,145648.526,583814.515,-0.234
south,t1,27,Control,80,ai,5,145648.531,583814.513,-0.245
south,t1,27,Control,80,ai,6,145642.478,583812.613,-0.226
south,t1,27,Control,90,aj,1,145666.487,583832.926,-0.175
south,t1,27,Control,90,aj,2,145661.416,583831.473,-0.165
south,t1,27,Control,90,aj,3,145651.141,583827.903,-0.181
south,t1,27,Control,90,aj,4,145643.395,583825.471,-0.183
south,t1,27,Control,90,aj,5,145638.561,583823.986,-0.188
south,t1,27,Control,100,ak,1,145662.256,583841.604,-0.182
south,t1,27,Control,100,ak,2,145656.873,583839.704,-0.168
south,t1,27,Control,100,ak,3,145648.057,583837.532,-0.175
south,t1,27,Control,100,ak,4,145642.753,583836.234,-0.169
south,t1,27,Control,100,ak,5,145638.487,583835.23,-0.173
south,t1,28,Control,-5,a,1,145655.724,583720.495,-0.341
south,t1,28,Control,-5,a,2,145650.612,583718.283,-0.333
south,t1,28,Control,-5,a,3,145645.284,583716.038,-0.323
south,t1,28,Control,-5,a,4,145640.695,583714.325,-0.346
south,t1,28,Control,-5,a,5,145637.58,583713.162,-0.357
south,t1,28,Control,-0.1,c,1,145654.046,583725.048,-0.3
south,t1,28,Control,-0.1,c,2,145649.268,583723.183,-0.319
south,t1,28,Control,-0.1,c,3,145643.66,583720.878,-0.322
south,t1,28,Control,-0.1,c,4,145638.932,583719.422,-0.323
south,t1,28,Control,-0.1,c,5,145635.577,583718.329,-0.326
south,t1,28,Control,1.7,f,1,145653.049,583727.257,-0.3
south,t1,28,Control,1.7,f,2,145647.997,583725.06,-0.32
south,t1,28,Control,1.7,f,3,145643.049,583723.423,-0.316
south,t1,28,Control,1.7,f,4,145638.759,583722.006,-0.296
south,t1,28,Control,1.7,f,5,145634.989,583720.653,-0.341
south,t1,28,Control,4.7,j,1,145651.282,583729.926,-0.275
south,t1,28,Control,4.7,j,2,145647.257,583728.45,-0.293
south,t1,28,Control,4.7,j,3,145642.043,583726.504,-0.299
south,t1,28,Control,4.7,j,4,145637.797,583724.788,-0.308
south,t1,28,Control,4.7,j,5,145633.877,583723.196,-0.297
south,t1,28,Control,7.7,n,1,145650.942,583733.103,-0.297
south,t1,28,Control,7.7,n,2,145645.909,583730.674,-0.287
south,t1,28,Control,7.7,n,3,145637.946,583727.391,-0.31
south,t1,28,Control,7.7,n,4,145633.027,583725.556,-0.307
south,t1,28,Control,9.55,q,1,145649.622,583734.744,-0.3
south,t1,28,Control,9.55,q,2,145645.025,583732.573,-0.281
south,t1,28,Control,9.55,q,3,145636.486,583728.696,-0.301
south,t1,28,Control,9.55,q,4,145632.567,583727.164,-0.305
south,t1,28,Control,11.35,s,1,145649.457,583736.503,-0.301
south,t1,28,Control,11.35,s,2,145644.437,583734.164,-0.278
south,t1,28,Control,11.35,s,3,145634.249,583729.154,-0.318
south,t1,28,Control,11.35,s,4,145631.954,583728.083,-0.302
south,t1,28,Control,11.55,t,1,145649.09,583736.975,-0.306
south,t1,28,Control,11.55,t,2,145643.819,583734.846,-0.28
south,t1,28,Control,11.55,t,3,145639.051,583732.81,-0.282
south,t1,28,Control,11.55,t,4,145634.732,583730.969,-0.284
south,t1,28,Control,11.55,t,5,145631.631,583729.544,-0.301
south,t1,28,Control,13.2,u,1,145649.686,583738.24,-0.295
south,t1,28,Control,13.2,u,2,145644.664,583736.136,-0.277
south,t1,28,Control,13.2,u,3,145638.586,583734.146,-0.272
south,t1,28,Control,13.2,u,4,145633.548,583732.537,-0.283
south,t1,28,Control,13.2,u,5,145630.521,583731.526,-0.297
south,t1,28,Control,13.85,w,1,145649.825,583739.891,-0.333
south,t1,28,Control,13.85,w,2,145645.008,583738.415,-0.292
south,t1,28,Control,13.85,w,3,145637.594,583735.865,-0.289
south,t1,28,Control,13.85,w,4,145633.034,583734.462,-0.27
south,t1,28,Control,13.85,w,5,145629.679,583733.311,-0.302
south,t1,28,Control,15,x,1,145649.208,583742.714,-0.308
south,t1,28,Control,15,x,2,145643.171,583740.335,-0.302
south,t1,28,Control,15,x,3,145636.798,583738.087,-0.257
south,t1,28,Control,15,x,4,145632.249,583736.226,-0.268
south,t1,28,Control,15,x,5,145629.237,583735.045,-0.295
south,t1,28,Control,20,ac,1,145647.403,583748.068,-0.313
south,t1,28,Control,20,ac,2,145642.191,583746.461,-0.277
