location,time,plot,treatment,meters,position,horizontal,x,y,z
south,t1,28,Control,20,ac,3,145634.975,583743.976,-0.28
south,t1,28,Control,20,ac,4,145630.266,583742.517,-0.279
south,t1,28,Control,20,ac,5,145626.943,583741.558,-0.28
south,t1,28,Control,30,ad,1,145643.371,583759.859,-0.325
south,t1,28,Control,30,ad,2,145638.497,583757.949,-0.305
south,t1,28,Control,30,ad,3,145630.436,583754.676,-0.28
south,t1,28,Control,30,ad,4,145625.96,583752.701,-0.27
south,t1,28,Control,40,ad,5,145622.517,583751.423,-0.266
south,t1,28,Control,40,ae,1,145640.865,583770.576,-0.269
south,t1,28,Control,40,ae,2,145634.742,583768.642,-0.257
south,t1,28,Control,40,ae,3,145627.516,583765.938,-0.272
south,t1,28,Control,40,ae,4,145622.252,583764.235,-0.283
south,t1,28,Control,40,ae,5,145618.984,583762.838,-0.265
south,t1,28,Control,60,ag,1,145637.159,583782.194,-0.22
south,t1,28,Control,60,ag,2,145631.081,583780.018,-0.224
south,t1,28,Control,60,ag,3,145624.338,583777.607,-0.254
south,t1,28,Control,60,ag,4,145618.766,583775.519,-0.263
south,t1,28,Control,60,ag,5,145614.847,583774.041,-0.266
south,t1,28,Control,70,ah,1,145633.952,583794.587,-0.229
south,t1,28,Control,70,ah,2,145628.871,583792.565,-0.236
south,t1,28,Control,70,ah,3,145620.346,583789.116,-0.232
south,t1,28,Control,70,ah,4,145614.792,583786.396,-0.238
south,t1,28,Control,70,ah,5,145610.705,583784.498,-0.249
south,t1,28,Control,80,ai,1,145628.532,583805.712,-0.21
south,t1,28,Control,80,ai,2,145623.591,583803.475,-0.226
south,t1,28,Control,80,ai,3,145616.523,583800.005,-0.213
south,t1,28,Control,80,ai,4,145611.241,583797.479,-0.2
south,t1,28,Control,80,ai,5,145606.7,583795.454,-0.233
south,t1,28,Control,90,aj,1,145626.392,583817.959,-0.178
south,t1,28,Control,90,aj,2,145620.23,583814.904,-0.176
south,t1,28,Control,90,aj,3,145612.52,583810.978,-0.178
south,t1,28,Control,90,aj,4,145607.763,583809.274,-0.192
south,t1,28,Control,90,aj,5,145602.347,583807.02,-0.211
south,t1,28,Control,100,ak,1,145620.704,583827.735,-0.208
south,t1,28,Control,100,ak,2,145615.858,583825.533,-0.202
south,t1,28,Control,100,ak,3,145608.409,583822.354,-0.124
south,t1,28,Control,100,ak,4,145603.5,583819.96,-0.109
south,t1,28,Control,100,ak,5,145600.101,583818.368,-0.178
south,t1,29,Mu,-5,a,1,145617.376,583705.82,-0.347
south,t1,29,Mu,-5,a,2,145614.468,583704.787,-0.358
south,t1,29,Mu,-5,a,3,145610.192,583703.194,-0.353
south,t1,29,Mu,-5,a,4,145604.121,583700.664,-0.374
south,t1,29,Mu,-5,a,5,145600.773,583699.167,-0.35
south,t1,29,Mu,-1,b,1,145616.017,583710.218,-0.348
south,t1,29,Mu,-1,b,2,145612.859,583708.738,-0.337
south,t1,29,Mu,-1,b,3,145608.318,583707.049,-0.331
south,t1,29,Mu,-1,b,4,145602.224,583704.893,-0.367
south,t1,29,Mu,-1,b,5,145598.701,583703.736,-0.331
south,t1,29,Mu,-0.1,c,1,145615.727,583710.989,-0.316
south,t1,29,Mu,-0.1,c,2,145612.528,583709.665,-0.313
south,t1,29,Mu,-0.1,c,3,145607.957,583707.921,-0.313
south,t1,29,Mu,-0.1,c,4,145601.803,583705.714,-0.32
south,t1,29,Mu,-0.1,c,5,145598.386,583704.448,-0.326
south,t1,29,Mu,0.23,d,1,145615.324,583711.109,-0.15
south,t1,29,Mu,0.23,d,2,145612.414,583710.015,-0.126
south,t1,29,Mu,0.23,d,3,145607.726,583708.321,-0.149
south,t1,29,Mu,0.23,d,4,145601.857,583706.055,-0.157
south,t1,29,Mu,0.23,d,5,145598.389,583704.841,-0.155
south,t1,29,Mu,0.55,e,1,145615.574,583711.703,-0.328
south,t1,29,Mu,0.55,e,2,145612.16,583710.371,-0.329
south,t1,29,Mu,0.55,e,3,145607.563,583708.695,-0.298
south,t1,29,Mu,0.55,e,4,145601.533,583706.424,-0.305
south,t1,29,Mu,0.55,e,5,145598.213,583705.219,-0.31
south,t1,29,Mu,1.7,f,1,145615.237,583712.801,-0.309
south,t1,29,Mu,1.7,f,2,145611.789,583711.452,-0.292
south,t1,29,Mu,1.7,f,3,145607.357,583709.836,-0.293
south,t1,29,Mu,1.7,f,4,145601.101,583707.562,-0.308
south,t1,29,Mu,1.7,f,5,145597.715,583706.413,-0.284
south,t1,29,Mu,2.9,g,1,145614.947,583714.02,-0.288
south,t1,29,Mu,2.9,g,2,145611.267,583712.543,-0.276
south,t1,29,Mu,2.9,g,3,145606.85,583710.678,-0.295
south,t1,29,Mu,2.9,g,4,145601.05,583708.415,-0.304
south,t1,29,Mu,2.9,g,5,145597.364,583706.945,-0.3
south,t1,29,Mu,3.23,h,1,145614.808,583714.277,-0.305
south,t1,29,Mu,3.23,h,2,145611.125,583712.836,-0.11
south,t1,29,Mu,3.23,h,3,145606.668,583711.121,-0.312
south,t1,29,Mu,3.23,h,4,145601.029,583708.911,-0.107
south,t1,29,Mu,3.23,h,5,145597.18,583707.437,-0.299
south,t1,29,Mu,3.55,i,1,145614.49,583714.54,-0.282
south,t1,29,Mu,3.55,i,2,145611.069,583713.195,-0.301
south,t1,29,Mu,3.55,i,3,145606.519,583711.53,-0.31
south,t1,29,Mu,3.55,i,4,145600.767,583709.207,-0.298
south,t1,29,Mu,3.55,i,5,145597.003,583707.976,-0.305
south,t1,29,Mu,4.7,j,1,145614.293,583715.719,-0.301
south,t1,29,Mu,4.7,j,2,145610.77,583714.345,-0.302
south,t1,29,Mu,4.7,j,3,145605.693,583712.332,-0.316
south,t1,29,Mu,4.7,j,4,145600.392,583710.286,-0.3
south,t1,29,Mu,4.7,j,5,145596.794,583708.869,-0.31
south,t1,29,Mu,5.9,k,1,145613.788,583716.688,-0.3
south,t1,29,Mu,5.9,k,2,145610.265,583715.277,-0.285
south,t1,29,Mu,5.9,k,3,145605.529,583713.45,-0.297
south,t1,29,Mu,5.9,k,4,145599.761,583711.248,-0.286
south,t1,29,Mu,5.9,k,5,145596.433,583709.998,-0.294
south,t1,29,Mu,6.23,l,1,145613.509,583716.938,-0.119
south,t1,29,Mu,6.23,l,2,145610.147,583715.71,-0.117
south,t1,29,Mu,6.23,l,3,145605.274,583713.741,-0.128
south,t1,29,Mu,6.23,l,4,145599.721,583711.641,-0.132
south,t1,29,Mu,6.23,l,5,145596.263,583710.28,-0.129
south,t1,29,Mu,6.55,m,1,145613.408,583717.425,-0.313
south,t1,29,Mu,6.55,m,2,145609.998,583716.052,-0.316
south,t1,29,Mu,6.55,m,3,145605.424,583714.264,-0.287
south,t1,29,Mu,6.55,m,4,145599.598,583711.96,-0.31
south,t1,29,Mu,6.55,m,5,145596.102,583710.574,-0.302
south,t1,29,Mu,7.7,n,1,145612.4,583719.458,-0.296
south,t1,29,Mu,7.7,n,2,145608.977,583718.155,-0.297
south,t1,29,Mu,7.7,n,3,145604.467,583716.171,-0.309
south,t1,29,Mu,7.7,n,4,145598.838,583714.016,-0.305
south,t1,29,Mu,7.7,n,5,145595.128,583712.376,-0.317
south,t1,29,Mu,8.9,o,1,145612.358,583719.493,-0.303
south,t1,29,Mu,8.9,o,2,145608.892,583718.192,-0.305
south,t1,29,Mu,8.9,o,3,145604.297,583716.22,-0.318
south,t1,29,Mu,8.9,o,4,145598.929,583713.985,-0.297
south,t1,29,Mu,8.9,o,5,145595.131,583712.405,-0.315
south,t1,29,Mu,9.23,p,1,145612.218,583719.899,-0.327
south,t1,29,Mu,9.23,p,2,145608.827,583718.342,-0.162
south,t1,29,Mu,9.23,p,3,145604.542,583716.579,-0.314
south,t1,29,Mu,9.23,p,4,145598.756,583714.294,-0.155
south,t1,29,Mu,9.23,p,5,145594.837,583712.885,-0.354
south,t1,29,Mu,9.55,q,1,145612.049,583720.226,-0.342
south,t1,29,Mu,9.55,q,2,145608.691,583718.791,-0.337
south,t1,29,Mu,9.55,q,3,145604.311,583716.994,-0.343
south,t1,29,Mu,9.55,q,4,145598.55,583714.68,-0.357
south,t1,29,Mu,9.55,q,5,145594.895,583713.114,-0.347
south,t1,29,Mu,15,x,1,145610.416,583725.671,-0.332
south,t1,29,Mu,15,x,2,145606.757,583723.976,-0.329
south,t1,29,Mu,15,x,3,145602.322,583721.506,-0.327
south,t1,29,Mu,15,x,4,145597.112,583719.127,-0.353
south,t1,29,Mu,15,x,5,145593.315,583717.59,-0.364
south,t1,29,Mu,20,ac,1,145608.712,583729.957,-0.341
south,t1,29,Mu,20,ac,2,145604.708,583728.129,-0.328
south,t1,29,Mu,20,ac,3,145600.771,583726.43,-0.32
south,t1,29,Mu,20,ac,4,145595.169,583723.976,-0.343
south,t1,29,Mu,20,ac,5,145591.413,583722.763,-0.332
south,t1,29,Mu,30,ad,1,145604.945,583738.658,-0.313
south,t1,29,Mu,30,ad,2,145600.715,583736.583,-0.304
south,t1,29,Mu,30,ad,3,145597.145,583734.853,-0.297
south,t1,29,Mu,30,ad,4,145591.393,583732.254,-0.3
south,t1,29,Mu,30,ad,5,145588.149,583731.066,-0.292
south,t1,29,Mu,40,ae,1,145601.528,583746.33,-0.292
south,t1,29,Mu,40,ae,2,145597.721,583744.781,-0.307
south,t1,29,Mu,40,ae,3,145593.628,583743.349,-0.291
south,t1,29,Mu,40,ae,4,145588.461,583741.548,-0.285
south,t1,29,Mu,40,ae,5,145584.631,583740.398,-0.271
south,t1,29,Mu,50,af,1,145598.224,583756.179,-0.242
south,t1,29,Mu,50,af,2,145593.46,583754.511,-0.257
south,t1,29,Mu,50,af,3,145589.053,583753.485,-0.277
south,t1,29,Mu,50,af,4,145583.348,583751.481,-0.274
south,t1,29,Mu,50,af,5,145579.674,583750.307,-0.258
south,t1,29,Mu,60,ag,1,145594.628,583766.964,-0.235
south,t1,29,Mu,60,ag,2,145588.954,583764.33,-0.233
south,t1,29,Mu,60,ag,3,145582.441,583761.302,-0.264
south,t1,29,Mu,60,ag,4,145576.724,583758.849,-0.276
south,t1,29,Mu,70,ah,1,145589.379,583777.107,-0.235
south,t1,29,Mu,70,ah,2,145584.107,583774.39,-0.245
south,t1,29,Mu,70,ah,3,145579.453,583772.072,-0.236
south,t1,29,Mu,70,ah,4,145574.105,583770.18,-0.219
south,t1,29,Mu,70,ah,5,145571.338,583769.183,-0.246
south,t1,29,Mu,80,ai,1,145584.907,583787.49,-0.212
south,t1,29,Mu,80,ai,2,145580.518,583784.857,-0.214
south,t1,29,Mu,80,ai,3,145576.141,583781.979,-0.2
south,t1,29,Mu,80,ai,4,145571.262,583779.183,-0.205
south,t1,29,Mu,80,ai,5,145568.31,583777.607,-0.222
south,t1,29,Mu,90,aj,1,145578.389,583797.213,-0.203
south,t1,29,Mu,90,aj,2,145573.861,583794.518,-0.186
south,t1,29,Mu,90,aj,3,145570.294,583792.63,-0.185
south,t1,29,Mu,90,aj,4,145566.286,583790.573,-0.19
south,t1,29,Mu,90,aj,5,145563.087,583788.88,-0.2
south,t1,29,Mu,100,ak,1,145577.111,583801.359,-0.206
south,t1,29,Mu,100,ak,2,145572.68,583798.796,-0.175
south,t1,29,Mu,100,ak,3,145568.496,583796.548,-0.177
south,t1,29,Mu,100,ak,4,145563.037,583793.635,-0.167
south,t1,29,Mu,100,ak,5,145560.513,583792.355,-0.19
south,t1,30,Control,-5,a,1,145580.863,583692.909,-0.347
south,t1,30,Control,-5,a,2,145577.15,583690.815,-0.291
south,t1,30,Control,-5,a,3,145571.808,583688.425,-0.298
south,t1,30,Control,-5,a,4,145564.842,583685.214,-0.314
south,t1,30,Control,-0.1,c,1,145578.226,583697.318,-0.326
south,t1,30,Control,-0.1,c,2,145574.041,583695.76,-0.314
south,t1,30,Control,-0.1,c,3,145569.383,583693.975,-0.278
south,t1,30,Control,-0.1,c,4,145565.496,583692.435,-0.304
south,t1,30,Control,-0.1,c,5,145560.339,583690.484,-0.325
south,t1,30,Control,1.7,f,1,145578.368,583699.14,-0.35
south,t1,30,Control,1.7,f,2,145574.167,583697.858,-0.352
south,t1,30,Control,1.7,f,3,145568.562,583696.299,-0.325
south,t1,30,Control,1.7,f,4,145563.603,583694.887,-0.306
south,t1,30,Control,1.7,f,5,145559.583,583693.676,-0.298
south,t1,30,Control,4.7,j,1,145576.288,583704.101,-0.334
south,t1,30,Control,4.7,j,2,145571.168,583702.415,-0.323
south,t1,30,Control,4.7,j,3,145566.674,583700.906,-0.317
south,t1,30,Control,4.7,j,4,145563.063,583699.62,-0.291
south,t1,30,Control,4.7,j,5,145558.129,583698.56,-0.303
south,t1,30,Control,7.7,n,1,145575.699,583705.327,-0.328
south,t1,30,Control,7.7,n,2,145570.966,583704.317,-0.319
south,t1,30,Control,7.7,n,3,145566.728,583702.963,-0.319
south,t1,30,Control,7.7,n,4,145561.717,583700.87,-0.288
south,t1,30,Control,7.7,n,5,145557.021,583699.42,-0.281
south,t1,30,Control,9.55,q,1,145574.896,583706.727,-0.309
south,t1,30,Control,9.55,q,2,145571.862,583705.421,-0.312
south,t1,30,Control,9.55,q,3,145565.852,583703.095,-0.342
south,t1,30,Control,9.55,q,4,145561.874,583701.919,-0.288
south,t1,30,Control,9.55,q,5,145557.591,583700.521,-0.303
south,t1,30,Control,11.35,s,1,145574.302,583707.069,-0.326
south,t1,30,Control,11.35,s,2,145571.129,583705.795,-0.321
south,t1,30,Control,11.35,s,3,145558.939,583701.413,-0.292
south,t1,30,Control,11.35,s,4,145556.063,583700.378,-0.293
south,t1,30,Control,11.55,t,1,145573.934,583708.292,-0.326
south,t1,30,Control,11.55,t,2,145570.602,583707.081,-0.311
south,t1,30,Control,11.55,t,3,145560.833,583704.079,-0.307
south,t1,30,Control,11.55,t,4,145556.489,583702.916,-0.293
south,t1,30,Control,13.2,u,1,145573.327,583710.344,-0.325
south,t1,30,Control,13.2,u,2,145569.695,583708.933,-0.334
south,t1,30,Control,13.2,u,3,145559.666,583704.812,-0.312
south,t1,30,Control,13.2,u,4,145555.999,583703.49,-0.276
south,t1,30,Control,14.05,w,1,145571.615,583713.457,-0.312
south,t1,30,Control,14.05,w,2,145567.63,583711.745,-0.321
south,t1,30,Control,14.05,w,3,145558.18,583708.205,-0.343
south,t1,30,Control,14.05,w,4,145554.454,583706.661,-0.307
south,t1,30,Control,15,x,1,145572.072,583714.491,-0.305
south,t1,30,Control,15,x,2,145567.153,583712.669,-0.326
south,t1,30,Control,15,x,3,145557.266,583708.229,-0.323
south,t1,30,Control,15,x,4,145552.559,583706.003,-0.289
south,t1,30,Control,20,ac,1,145569.984,583719.488,-0.288
south,t1,30,Control,20,ac,2,145565.271,583718.033,-0.27
south,t1,30,Control,20,ac,3,145555.412,583714.111,-0.314
south,t1,30,Control,20,ac,4,145550.646,583712.081,-0.305
south,t1,30,Control,30,ad,1,145566.786,583726.468,-0.279
south,t1,30,Control,30,ad,2,145562.181,583724.36,-0.262
south,t1,30,Control,30,ad,3,145551.64,583719.437,-0.289
south,t1,30,Control,30,ad,4,145545.684,583715.816,-0.284
south,t1,30,Control,40,ae,1,145561.764,583738.454,-0.264
south,t1,30,Control,40,ae,2,145557.566,583736.616,-0.262
south,t1,30,Control,40,ae,3,145545.955,583730.096,-0.264
south,t1,30,Control,40,ae,4,145539.822,583726.344,-0.295
south,t1,30,Control,50,af,1,145557.942,583747.761,-0.243
south,t1,30,Control,50,af,2,145553.208,583745.488,-0.229
south,t1,30,Control,50,af,3,145543.13,583740.134,-0.234
south,t1,30,Control,50,af,4,145535.743,583736.65,-0.251
south,t1,30,Control,60,ag,1,145552.195,583757.184,-0.211
south,t1,30,Control,60,ag,2,145547.917,583755.474,-0.206
south,t1,30,Control,60,ag,3,145538.718,583751.001,-0.201
south,t1,30,Control,60,ag,4,145531.345,583747.846,-0.203
south,t1,30,Control,70,ah,1,145550.21,583767.939,-0.194
south,t1,30,Control,70,ah,2,145545.115,583765.74,-0.2
south,t1,30,Control,70,ah,3,145534.984,583760.74,-0.195
south,t1,30,Control,70,ah,4,145529.555,583758.361,-0.205
south,t1,30,Control,80,ai,1,145546.69,583776.796,-0.191
south,t1,30,Control,80,ai,2,145542.313,583775.241,-0.208
south,t1,30,Control,80,ai,3,145531.744,583771.122,-0.195
south,t1,30,Control,80,ai,4,145527.093,583768.658,-0.211
south,t1,30,Control,90,aj,1,145541.154,583785.516,-0.174
south,t1,30,Control,90,aj,2,145536.69,583783.43,-0.174
south,t1,30,Control,90,aj,3,145531.895,583781.468,-0.187
south,t1,30,Control,90,aj,4,145527.157,583779.772,-0.18
south,t1,30,Control,90,aj,5,145522.962,583778.411,-0.187
south,t1,30,Control,100,ak,1,145534.995,583793.214,-0.16
south,t1,30,Control,100,ak,2,145530.435,583794.259,-0.166
south,t1,30,Control,100,ak,3,145526.643,583792.989,-0.153
south,t1,30,Control,100,ak,4,145522.468,583791.534,-0.157
south,t1,30,Control,100,ak,5,145517.589,583789.942,-0.147
south,t1,31,Control,-5,a,1,145542.462,583678.542,-0.362
south,t1,31,Control,-5,a,2,145537.936,583676.938,-0.345
south,t1,31,Control,-5,a,3,145534.297,583675.635,-0.373
south,t1,31,Control,-5,a,4,145527.525,583673.417,-0.375
south,t1,31,Control,-5,a,5,145524.464,583672.197,-0.374
south,t1,31,Control,-0.1,c,1,145540.872,583683.23,-0.381
south,t1,31,Control,-0.1,c,2,145536.065,583681.374,-0.368
south,t1,31,Control,-0.1,c,3,145532.503,583680.044,-0.36
south,t1,31,Control,-0.1,c,4,145526.177,583677.7,-0.372
south,t1,31,Control,-0.1,c,5,145522.819,583676.747,-0.372
south,t1,31,Control,1.7,f,1,145540.156,583685.263,-0.364
south,t1,31,Control,1.7,f,2,145535.701,583683.414,-0.361
south,t1,31,Control,1.7,f,3,145531.772,583681.97,-0.361
south,t1,31,Control,1.7,f,4,145525.696,583679.64,-0.36
south,t1,31,Control,1.7,f,5,145522.063,583678.487,-0.369
south,t1,31,Control,4.7,j,1,145538.962,583687.784,-0.358
south,t1,31,Control,4.7,j,2,145534.81,583685.89,-0.355
south,t1,31,Control,4.7,j,3,145530.793,583684.568,-0.371
south,t1,31,Control,4.7,j,4,145523.787,583682.498,-0.368
south,t1,31,Control,4.7,j,5,145520.899,583681.063,-0.368
south,t1,31,Control,7.7,n,1,145537.504,583691.01,-0.361
south,t1,31,Control,7.7,n,2,145533.121,583689.549,-0.355
south,t1,31,Control,7.7,n,3,145529.554,583688.255,-0.351
south,t1,31,Control,7.7,n,4,145523.236,583685.508,-0.348
south,t1,31,Control,7.7,n,5,145519.931,583684.035,-0.342
south,t1,31,Control,9.55,q,1,145536.921,583693.406,-0.364
south,t1,31,Control,9.55,q,2,145532.92,583691.611,-0.351
south,t1,31,Control,9.55,q,3,145528.823,583689.746,-0.343
south,t1,31,Control,9.55,q,4,145523.327,583687.68,-0.345
south,t1,31,Control,9.55,q,5,145519.605,583686.03,-0.352
south,t1,31,Control,11.35,s,1,145536.484,583694.639,-0.36
south,t1,31,Control,11.35,s,2,145532.427,583693.159,-0.336
south,t1,31,Control,11.35,s,3,145528.031,583691.317,-0.347
south,t1,31,Control,11.35,s,4,145521.759,583688.78,-0.333
south,t1,31,Control,11.35,s,5,145518.766,583687.49,-0.34
south,t1,31,Control,15,x,1,145534.469,583699.806,-0.312
south,t1,31,Control,15,x,2,145529.957,583697.867,-0.31
south,t1,31,Control,15,x,3,145526.047,583696.035,-0.298
south,t1,31,Control,15,x,4,145520.042,583694.081,-0.304
south,t1,31,Control,15,x,5,145516.604,583692.825,-0.285
south,t1,31,Control,20,ac,1,145532.43,583705.928,-0.298
south,t1,31,Control,20,ac,2,145527.586,583703.771,-0.307
south,t1,31,Control,20,ac,3,145523.506,583701.969,-0.285
south,t1,31,Control,20,ac,4,145518.138,583699.652,-0.271
south,t1,31,Control,20,ac,5,145514.939,583698.382,-0.296
south,t1,31,Control,30,ad,1,145527.99,583715.204,-0.268
south,t1,31,Control,30,ad,2,145523.611,583713.311,-0.255
south,t1,31,Control,30,ad,3,145519.557,583711.463,-0.281
south,t1,31,Control,30,ad,4,145514.327,583709.897,-0.259
south,t1,31,Control,30,ad,5,145511.029,583709.017,-0.272
south,t1,31,Control,40,ae,1,145525.687,583725.268,-0.234
south,t1,31,Control,40,ae,2,145520.306,583723.96,-0.248
south,t1,31,Control,40,ae,3,145515.879,583722.249,-0.262
south,t1,31,Control,40,ae,4,145509.748,583720.25,-0.258
south,t1,31,Control,40,ae,5,145503.89,583716.043,-0.241
south,t1,31,Control,50,af,1,145521.023,583732.611,-0.217
south,t1,31,Control,50,af,2,145516.539,583731.101,-0.201
south,t1,31,Control,50,af,3,145513.021,583729.555,-0.208
south,t1,31,Control,50,af,4,145507.928,583727.81,-0.25
south,t1,31,Control,50,af,5,145503.706,583725.848,-0.245
south,t1,31,Control,60,ag,1,145518.438,583739.629,-0.234
south,t1,31,Control,60,ag,2,145514.69,583738.287,-0.212
south,t1,31,Control,60,ag,3,145510.6,583736.49,-0.217
south,t1,31,Control,60,ag,4,145505.321,583734.485,-0.21
south,t1,31,Control,60,ag,5,145501.259,583732.754,-0.239
south,t1,31,Control,70,ah,1,145512.721,583748.144,-0.237
south,t1,31,Control,70,ah,2,145508.604,583746.559,-0.228
south,t1,31,Control,70,ah,3,145505.399,583745.283,-0.219
south,t1,31,Control,70,ah,4,145499.117,583744.016,-0.226
south,t1,31,Control,70,ah,5,145495.092,583742.296,-0.229
south,t1,31,Control,80,ai,1,145512.553,583758.074,-0.217
south,t1,31,Control,80,ai,2,145509.009,583756.48,-0.243
south,t1,31,Control,80,ai,3,145505.143,583754.749,-0.225
south,t1,31,Control,80,ai,4,145499.695,583752.874,-0.195
south,t1,31,Control,80,ai,5,145494.68,583750.633,-0.206
south,t1,31,Control,90,aj,1,145510.195,583767.505,-0.196
south,t1,31,Control,90,aj,2,145506.272,583765.627,-0.215
south,t1,31,Control,90,aj,3,145501.123,583762.563,-0.235
south,t1,31,Control,90,aj,4,145495.218,583761.14,-0.215
south,t1,31,Control,90,aj,5,145492.263,583759.663,-0.211
south,t1,31,Control,100,ak,1,145501.122,583780.371,-0.213
south,t1,31,Control,100,ak,2,145497.838,583778.474,-0.179
south,t1,31,Control,100,ak,3,145494.623,583776.583,-0.199
south,t1,31,Control,100,ak,4,145490.446,583774.325,-0.216
south,t1,31,Control,100,ak,5,145485.263,583771.548,-0.202
south,t1,32,Mu,-5,a,1,145504.842,583664.432,-0.358
south,t1,32,Mu,-5,a,2,145501.652,583662.739,-0.321
south,t1,32,Mu,-5,a,3,145497.353,583660.957,-0.339
south,t1,32,Mu,-5,a,4,145490.911,583658.551,-0.351
south,t1,32,Mu,-5,a,5,145487.904,583657.308,-0.33
south,t1,32,Mu,-1,b,1,145503.266,583668.057,-0.347
south,t1,32,Mu,-1,b,2,145499.923,583666.668,-0.342
south,t1,32,Mu,-1,b,3,145495.511,583664.976,-0.34
south,t1,32,Mu,-1,b,4,145489.364,583662.627,-0.333
south,t1,32,Mu,-1,b,5,145485.981,583661.33,-0.321
south,t1,32,Mu,-0.1,c,1,145502.919,583668.803,-0.327
south,t1,32,Mu,-0.1,c,2,145499.61,583667.442,-0.323
south,t1,32,Mu,-0.1,c,3,145495.097,583665.858,-0.309
south,t1,32,Mu,-0.1,c,4,145489.006,583663.517,-0.311
south,t1,32,Mu,-0.1,c,5,145485.457,583662.17,-0.324
south,t1,32,Mu,0.23,d,1,145502.823,583669.109,-0.139
south,t1,32,Mu,0.23,d,2,145499.38,583667.756,-0.127
south,t1,32,Mu,0.23,d,3,145494.824,583665.946,-0.12
south,t1,32,Mu,0.23,d,4,145488.873,583663.662,-0.132
south,t1,32,Mu,0.23,d,5,145485.352,583662.324,-0.128
south,t1,32,Mu,0.55,e,1,145502.661,583669.511,-0.321
south,t1,32,Mu,0.55,e,2,145499.311,583668.187,-0.329
south,t1,32,Mu,0.55,e,3,145494.493,583666.366,-0.319
south,t1,32,Mu,0.55,e,4,145488.5,583664.145,-0.308
south,t1,32,Mu,0.55,e,5,145485.126,583662.817,-0.317
south,t1,32,Mu,1.7,f,1,145502.227,583670.641,-0.311
south,t1,32,Mu,1.7,f,2,145498.826,583669.403,-0.294
south,t1,32,Mu,1.7,f,3,145493.751,583667.672,-0.302
south,t1,32,Mu,1.7,f,4,145488.37,583665.421,-0.322
south,t1,32,Mu,1.7,f,5,145484.618,583664.109,-0.286
south,t1,32,Mu,2.9,g,1,145501.869,583671.572,-0.319
south,t1,32,Mu,2.9,g,2,145498.51,583670.328,-0.305
south,t1,32,Mu,2.9,g,3,145493.369,583668.284,-0.318
south,t1,32,Mu,2.9,g,4,145488.158,583666.357,-0.32
south,t1,32,Mu,2.9,g,5,145484.318,583664.989,-0.311
south,t1,32,Mu,3.23,h,1,145501.818,583671.958,-0.296
south,t1,32,Mu,3.23,h,2,145498.627,583670.717,-0.107
south,t1,32,Mu,3.23,h,3,145493.373,583668.719,-0.309
south,t1,32,Mu,3.23,h,4,145488.12,583666.572,-0.101
south,t1,32,Mu,3.23,h,5,145484.392,583665.446,-0.291
south,t1,32,Mu,3.55,i,1,145501.824,583672.387,-0.302
south,t1,32,Mu,3.55,i,2,145498.292,583671.041,-0.305
south,t1,32,Mu,3.55,i,3,145493.439,583669.217,-0.314
south,t1,32,Mu,3.55,i,4,145491.239,583668.315,-0.282
south,t1,32,Mu,3.55,i,5,145484.084,583665.709,-0.286
south,t1,32,Mu,4.7,j,1,145501.405,583673.361,-0.322
south,t1,32,Mu,4.7,j,2,145497.983,583672.203,-0.316
south,t1,32,Mu,4.7,j,3,145492.708,583670.006,-0.316
south,t1,32,Mu,4.7,j,4,145487.381,583667.972,-0.304
south,t1,32,Mu,4.7,j,5,145483.89,583666.571,-0.333
south,t1,32,Mu,5.9,k,1,145500.838,583674.442,-0.351
south,t1,32,Mu,5.9,k,2,145497.445,583673.212,-0.348
south,t1,32,Mu,5.9,k,3,145492.461,583671.175,-0.321
south,t1,32,Mu,5.9,k,4,145486.916,583668.948,-0.329
south,t1,32,Mu,5.9,k,5,145483.622,583667.706,-0.347
south,t1,32,Mu,6.23,l,1,145500.922,583674.42,-0.203
south,t1,32,Mu,6.23,l,2,145497.375,583673.451,-0.17
south,t1,32,Mu,6.23,l,3,145492.304,583671.396,-0.159
south,t1,32,Mu,6.23,l,4,145487.109,583669.279,-0.162
south,t1,32,Mu,6.23,l,5,145483.64,583668.046,-0.164
south,t1,32,Mu,6.55,m,1,145500.55,583675.208,-0.351
south,t1,32,Mu,6.55,m,2,145497.137,583673.867,-0.373
south,t1,32,Mu,6.55,m,3,145492.086,583671.839,-0.316
south,t1,32,Mu,6.55,m,4,145486.845,583669.763,-0.385
south,t1,32,Mu,6.55,m,5,145483.275,583668.311,-0.39
south,t1,32,Mu,7.7,n,1,145500.186,583676.385,-0.357
south,t1,32,Mu,7.7,n,2,145496.714,583675.041,-0.352
south,t1,32,Mu,7.7,n,3,145491.618,583672.896,-0.322
south,t1,32,Mu,7.7,n,4,145486.638,583670.97,-0.339
south,t1,32,Mu,7.7,n,5,145482.82,583669.571,-0.376
south,t1,32,Mu,8.9,o,1,145499.684,583677.205,-0.338
south,t1,32,Mu,8.9,o,2,145496.548,583675.962,-0.325
south,t1,32,Mu,8.9,o,3,145491.405,583673.794,-0.31
south,t1,32,Mu,8.9,o,4,145486.088,583671.798,-0.328
south,t1,32,Mu,8.9,o,5,145482.443,583670.388,-0.323
south,t1,32,Mu,9.23,p,1,145499.609,583677.696,-0.343
south,t1,32,Mu,9.23,p,2,145496.553,583676.31,-0.144
south,t1,32,Mu,9.23,p,3,145491.226,583674.214,-0.299
south,t1,32,Mu,9.23,p,4,145486.062,583672.118,-0.146
